register;points;region_1;title;price;province;region_2;variety;winery
26181;89;Barbaresco                ;Rizzi 2005  Barbaresco                                                                            ;42;Piedmont         ;                 ;Nebbiolo                  ;Rizzi                          
26184;89;Barbaresco                ;Poderi Colla 2005 Roncaglie  (Barbaresco)                                                         ;66;Piedmont         ;                 ;Nebbiolo                  ;Poderi Colla                   
26187;89;Barolo                    ;Barale Fratelli 2004 Vigna Castellero  (Barolo)                                                   ;57;Piedmont         ;                 ;Nebbiolo                  ;Barale Fratelli                
26190;89;Barbaresco                ;Boffa 2004 Casot  (Barbaresco)                                                                    ;48;Piedmont         ;                 ;Nebbiolo                  ;Boffa                          
26196;89;Barbaresco                ;Tenute Cisa Asinari dei Marchesi di Gresy 2005 Martinenga  (Barbaresco)                           ;55;Piedmont         ;                 ;Nebbiolo                  ;Tenute Cisa Asinari dei Marches
26205;88;Isola dei Nuraghi         ;Capichera 2011 Albori di Lampata Red (Isola dei Nuraghi)                                          ;320;Sicily & Sardinia;                 ;Red Blend                 ;Capichera                      
26207;88;Barbaresco                ;Col dei Venti 2012 Tufoblù  (Barbaresco)                                                          ;42;Piedmont         ;                 ;Nebbiolo                  ;Col dei Venti                  
26219;88;Barbaresco                ;Socré 2010 Roncaglie Riserva  (Barbaresco)                                                        ;94;Piedmont         ;                 ;Nebbiolo                  ;Socré                          
26221;88;Barbaresco                ;Tenute Cisa Asinari dei Marchesi di Gresy 2012 Martinenga  (Barbaresco)                           ;               ;Piedmont         ;                 ;Nebbiolo                  ;Tenute Cisa Asinari dei Marches
26232;90;Cerasuolo di Vittoria     ;COS 2006  Cerasuolo di Vittoria                                                                   ;31;Sicily & Sardinia;                 ;Red Blend                 ;COS                            
26248;90;Colli Orientali del Friuli;Volpe Pasini 2007 Ipso Zuc di Volpe Pinot Grigio (Colli Orientali del Friuli)                     ;52;Northeastern Ital;                 ;Pinot Grigio              ;Volpe Pasini                   
26251;90;Collio                    ;Marco Felluga 2006 Mongris Riserva Pinot Grigio (Collio)                                          ;30;Northeastern Ital;                 ;Pinot Grigio              ;Marco Felluga                  
26256;90;Collio                    ;Livio Felluga 2008 Pinot Grigio (Collio)                                                          ;24;Northeastern Ital;                 ;Pinot Grigio              ;Livio Felluga                  
26259;88;Roero                     ;Monchiero Carbone 2015 Recit  (Roero)                                                             ;18;Piedmont         ;                 ;Arneis                    ;Monchiero Carbone              
26265;88;Gavi                      ;San Silvestro 2015 Fossili del Comune di Gavi  (Gavi)                                             ;20;Piedmont         ;                 ;Cortese                   ;San Silvestro                  
26271;88;Roero                     ;Marco Porello 2015 Camestri  (Roero)                                                              ;16;Piedmont         ;                 ;Arneis                    ;Marco Porello                  
26275;88;Verdicchio dei Castelli di;Vignamato 2011 Ambrosia Riserva  (Verdicchio dei Castelli di Jesi Classico)                       ;20;Central Italy    ;                 ;Verdicchio                ;Vignamato                      
26281;88;Barolo                    ;Mario Gagliasso 2011 Rocche dell'Annunziata  (Barolo)                                             ;48;Piedmont         ;                 ;Nebbiolo                  ;Mario Gagliasso                
26282;88;Recioto della Valpolicella;Monte Faustino 2011  Recioto della Valpolicella Classico                                          ;45;Veneto           ;                 ;Red Blend                 ;Monte Faustino                 
26283;88;Recioto di Soave          ;Suavia 2009 Acinatium  (Recioto di Soave)                                                         ;55;Veneto           ;                 ;Garganega                 ;Suavia                         
26286;88;Lugana                    ;Malavasi Daniele 2015  Lugana                                                                     ;19;Lombardy         ;                 ;Turbiana                  ;Malavasi Daniele               
26289;87;Conegliano Valdobbiadene P;Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)        ;25;Veneto           ;                 ;Glera                     ;Bacio della Luna               
26291;87;Piedmont                  ;Borgo Maragliano NV Brut Chardonnay (Piedmont)                                                    ;16;Piedmont         ;                 ;Chardonnay                ;Borgo Maragliano               
26292;87;Conegliano Valdobbiadene P;Bortolotti NV Dry  (Conegliano Valdobbiadene Prosecco Superiore)                                  ;20;Veneto           ;                 ;Glera                     ;Bortolotti                     
26296;87;Toscana                   ;Volpaia 2009 Citto Red (Toscana)                                                                  ;11;Tuscany          ;                 ;Red Blend                 ;Volpaia                        
26300;87;Soave Classico            ;Prà 2011 Staforte  (Soave Classico)                                                               ;22;Veneto           ;                 ;Garganega                 ;Prà                            
